#           v(1)       v(4)       v(3)       i(Vbias)   i(Rs.Xcel1 i(Rs.Xcel4 i(Rs.Xcel1 i(Rs.Xcel1
 1.61       0.57837    0.45336    1.7351     9.8954     1.3028     1.3028     4.2963     4.2963    
 1.62       0.57837    0.46335    1.7351     9.8952     1.3027     1.3027     4.2962     4.2962    
 1.63       0.57837    0.47335    1.7351     9.895      1.3026     1.3026     4.2962     4.2962    
 1.64       0.57837    0.48335    1.7351     9.8947     1.3025     1.3025     4.2961     4.2961    
 1.65       0.57838    0.49335    1.7351     9.8945     1.3024     1.3024     4.296      4.296     
 1.66       0.57838    0.50334    1.7351     9.8942     1.3023     1.3023     4.296      4.296     
 1.67       0.57838    0.51334    1.7351     9.894      1.3022     1.3022     4.2959     4.2959    
 1.68       0.57838    0.52334    1.7351     9.8938     1.3021     1.3021     4.2958     4.2958    
 1.69       0.57838    0.53334    1.7351     9.8935     1.302      1.302      4.2957     4.2957    
 1.7        0.57838    0.54333    1.7351     9.8932     1.3019     1.3019     4.2957     4.2957    
 1.71       0.57838    0.55333    1.7352     9.893      1.3018     1.3018     4.2956     4.2956    
 1.72       0.57839    0.56333    1.7352     9.8927     1.3017     1.3017     4.2955     4.2955    
 1.73       0.57839    0.57333    1.7352     9.8924     1.3016     1.3016     4.2954     4.2954    
 1.74       0.57839    0.58332    1.7352     9.8921     1.3015     1.3015     4.2953     4.2953    
 1.75       0.57839    0.59332    1.7352     9.8919     1.3014     1.3014     4.2952     4.2952    
 1.76       0.57839    0.60332    1.7352     9.8916     1.3013     1.3013     4.2951     4.2951    
 1.77       0.57839    0.61332    1.7352     9.8913     1.3012     1.3012     4.295      4.295     
 1.78       0.57839    0.62331    1.7352     9.8909     1.3011     1.3011     4.2949     4.2949    
 1.79       0.57839    0.63331    1.7352     9.8906     1.301      1.301      4.2948     4.2948    
 1.8        0.5784     0.64331    1.7352     9.8903     1.3009     1.3009     4.2947     4.2947    
 1.81       0.5784     0.65331    1.7352     9.89       1.3008     1.3008     4.2946     4.2946    
 1.82       0.5784     0.6633     1.7352     9.8896     1.3007     1.3007     4.2944     4.2944    
 1.83       0.5784     0.6733     1.7352     9.8893     1.3006     1.3006     4.2943     4.2943    
 1.84       0.5784     0.6833     1.7352     9.8889     1.3005     1.3005     4.2942     4.2942    
 1.85       0.5784     0.69329    1.7352     9.8885     1.3004     1.3004     4.2941     4.2941    
 1.86       0.5784     0.70329    1.7352     9.8881     1.3003     1.3003     4.2939     4.2939    
 1.87       0.5784     0.71329    1.7352     9.8877     1.3002     1.3002     4.2938     4.2938    
 1.88       0.57841    0.72329    1.7352     9.8873     1.3001     1.3001     4.2936     4.2936    
 1.89       0.57841    0.73328    1.7352     9.8869     1.3        1.3        4.2934     4.2934    
 1.9        0.57841    0.74328    1.7352     9.8865     1.2999     1.2999     4.2933     4.2933    
 1.91       0.57841    0.75328    1.7352     9.886      1.2998     1.2998     4.2931     4.2931    
 1.92       0.57841    0.76328    1.7352     9.8856     1.2997     1.2997     4.2929     4.2929    
 1.93       0.57841    0.77327    1.7352     9.8851     1.2996     1.2996     4.2927     4.2927    
 1.94       0.57841    0.78327    1.7352     9.8846     1.2995     1.2995     4.2926     4.2926    
 1.95       0.57842    0.79327    1.7352     9.8841     1.2994     1.2994     4.2923     4.2923    
 1.96       0.57842    0.80327    1.7352     9.8836     1.2993     1.2993     4.2921     4.2921    
 1.97       0.57842    0.81326    1.7353     9.8831     1.2992     1.2992     4.2919     4.2919    
 1.98       0.57842    0.82326    1.7353     9.8825     1.2991     1.2991     4.2917     4.2917    
 1.99       0.57842    0.83326    1.7353     9.8819     1.299      1.299      4.2915     4.2915    
 2.         0.57842    0.84326    1.7353     9.8813     1.2989     1.2989     4.2912     4.2912    
 2.01       0.57842    0.85325    1.7353     9.8807     1.2988     1.2988     4.291      4.291     
 2.02       0.57842    0.86325    1.7353     9.8801     1.2987     1.2987     4.2907     4.2907    
 2.03       0.57843    0.87325    1.7353     9.8794     1.2986     1.2986     4.2904     4.2904    
 2.04       0.57843    0.88324    1.7353     9.8788     1.2985     1.2985     4.2901     4.2901    
 2.05       0.57843    0.89324    1.7353     9.8781     1.2984     1.2984     4.2898     4.2898    
 2.06       0.57843    0.90324    1.7353     9.8773     1.2983     1.2983     4.2895     4.2895    
 2.07       0.57843    0.91324    1.7353     9.8766     1.2982     1.2982     4.2892     4.2892    
 2.08       0.57843    0.92323    1.7353     9.8758     1.2981     1.2981     4.2888     4.2888    
 2.09       0.57843    0.93323    1.7353     9.875      1.298      1.298      4.2885     4.2885    
 2.1        0.57843    0.94323    1.7353     9.8742     1.2979     1.2979     4.2881     4.2881    
 2.11       0.57844    0.95323    1.7353     9.8733     1.2978     1.2978     4.2877     4.2877    
 2.12       0.57844    0.96322    1.7353     9.8724     1.2977     1.2977     4.2873     4.2873    
 2.13       0.57844    0.97322    1.7353     9.8715     1.2976     1.2976     4.2869     4.2869    
 2.14       0.57844    0.98322    1.7353     9.8705     1.2975     1.2975     4.2865     4.2865    
 2.15       0.57844    0.99322    1.7353     9.8695     1.2974     1.2974     4.286      4.286     
 2.16       0.57844    1.0032     1.7353     9.8684     1.2973     1.2973     4.2856     4.2856    
 2.17       0.57844    1.0132     1.7353     9.8674     1.2972     1.2972     4.2851     4.2851    
 2.18       0.57845    1.0232     1.7353     9.8662     1.2971     1.2971     4.2846     4.2846    
 2.19       0.57845    1.0332     1.7353     9.8651     1.297      1.297      4.284      4.284     
 2.2        0.57845    1.0432     1.7353     9.8638     1.2969     1.2969     4.2835     4.2835    
